"Data Source","World Development Indicators",

"Last Updated Date","2019-10-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987.641178767675","1100.81427633426","1270.29699201684","1463.80174810231","1671.20091665622","1872.60665053918","2074.36167018945","2281.44384124424","2464.18635226044","2668.23022925253","2936.28774484522","3227.41943802262","3553.92379294414","3958.47197679311","4449.56191950101","5081.04904063873","5867.79687713136","6847.06962343725","7615.02953316464","8352.68993342959","9303.73369972087","10355.4957126354","11328.2817147723","12361.3979714839","13446.4023941713","14454.9979691089","15513.2730434049","16782.2077583531","18210.0939798628",
"Cote d'Ivoire","CIV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2132.10247813829","2127.06395560679","2093.99217876215","2065.448910758","2054.85797401633","2173.94832652032","2309.18401551664","2361.96049434587","2432.56275412804","2438.28667084349","2378.61050656544","2376.20723718038","2321.40190632953","2283.588006027","2324.95811569458","2387.62182525544","2443.85159947699","2498.3358943765","2553.83804102884","2596.89747661314","2618.3189197938","2495.49512456671","2747.90052339675","2970.20233832225","3211.09974493266","3444.44979976871","3665.55048579924","3921.71333635819","4199.66762779703",
"Cameroon","CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1949.28061401855","1881.30437575261","1810.59072304322","1658.10440111906","1681.52196130966","1728.15225667547","1787.79443254387","1863.91245008089","1919.00893357322","1978.03328279436","2039.93428415022","2119.05892744085","2184.9824523043","2265.80585349054","2418.58814029148","2476.29931164865","2568.44247788306","2691.897289612","2762.94201804798","2767.97483614165","2817.57272221604","2914.2376674035","3021.40920046322","3153.68235758959","3311.73400510575","3442.73447978125","3546.54456017232","3644.80109612329","3771.05201128821",
"Congo, Dem. Rep.","COD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900.016360678324","821.339626181055","723.140189974966","616.109944626695","583.134535700751","580.448010761627","568.869238699178","532.840563011262","517.997814976192","491.320381232725","455.815087822233","443.574712090833","450.450417092129","469.770409824785","498.979870321991","528.974783764268","555.7999579755","586.995265356102","615.071974520305","616.658619394968","646.295395289685","682.007331979067","719.914258986702","768.644915678846","829.362645550838","867.088357369135","868.613356218489","888.677279965972","930.528097350843",
"Congo, Rep.","COG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3454.24522315757","3557.62093693788","3632.29856926872","3581.36064044468","3361.73519433309","3469.8941199086","3581.49165169537","3517.61570981029","3584.68376266343","3441.35476509659","3677.14774638978","3790.96904008149","3914.89949027951","3906.12517696072","4028.31219600984","4337.19422775707","4591.99556092593","4483.92664717554","4663.01186227481","4886.38366885052","5214.50278199796","5353.80429630661","5518.96742184187","5667.59579904057","6017.67194682472","6089.83965524085","5833.99564359514","5614.39897396621","5652.07821594635",
"Colombia","COL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5015.54644794741","5186.20775648177","5412.45974956234","5727.81457063129","6074.70286761007","6406.06185343841","6539.86636674539","6762.75577233591","6763.01023355386","6465.19366495863","6694.81284986385","6848.27854137302","7022.73960059673","7324.40085261796","7811.23008570979","8320.56929147277","9036.31424896147","9792.90295198818","10188.0170617485","10274.4898568749","10732.7490513916","11650.1994926942","12226.2858372132","12891.3793106059","13618.1243607169","14006.1535843433","14259.6093025498","14507.2612508546","14999.443814644",
"Comoros","COM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1674.55263757199","1590.33339331936","1714.47128399399","1756.24001460575","1651.29821288463","1698.59133086685","1661.11232125982","1711.18807587769","1706.96365865465","1720.00182514556","1900.65602611801","1939.27654926174","1967.64432031581","1998.16846312654","2042.26982625948","2114.65706849664","2183.490413781","2206.55932913899","2283.89691314455","2318.43019554029","2376.53888568488","2465.32491834502","2531.03797668748","2627.34390039639","2668.89523057595","2663.84466323937","2689.06012554025","2751.08790965604","2827.86599077182",
"Cabo Verde","CPV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1087.72263711436","1113.02659281492","1229.08471465715","1329.3021309015","1573.6175539914","1788.02167783832","1979.94708346121","2189.71598717594","2441.68036460828","2702.89911977369","3101.00251387231","3183.81940239113","3348.34960902565","3497.85319292211","3900.33598584606","4240.26508637449","4655.64532988656","5437.70991148956","5841.0587675126","5741.21820656374","5821.73980461991","6102.41216353509","6207.36142353237","6285.96982328074","6362.96040120839","6415.61246184696","6709.10991576758","7026.98412242795","7494.71480400652",
"Costa Rica","CRI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5025.56122595682","5176.08121351505","5632.38980434725","6017.43680446545","6261.05237860826","6493.0398202954","6533.76494328825","6852.94480860531","7247.01094513594","7481.17275610538","7787.3777589386","8089.57938928507","8349.67112516887","8732.22894603156","9220.88915417926","9737.0888130048","10609.5068794553","11625.9304857741","12240.5790667034","12058.5238213641","12644.6966536305","13302.9282818466","14041.99377527","14445.8983598475","15067.3111823318","15610.8795501867","16278.6019026601","16976.1874153378","17645.0992365009",
"Caribbean small states","CSS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5912.37022693597","6194.20341692772","6471.94379572384","6775.11346932576","7050.79567168021","7338.63978975885","7664.43827007829","7986.15879981659","8252.41020094541","8655.48435217267","9125.24891751799","9469.01393288451","9931.78949957836","10718.9702168726","11413.2909217977","12131.1106766388","13331.3009446097","14069.2238394289","14473.1353247671","13980.2735161135","14271.8974471212","14631.8845435316","14994.9372203522","15365.0247185833","15596.3745661005","15846.6343864289","15537.6711968068","15753.1762229694","16269.5306925427",
"Cuba","CUB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23271.8900336452","24497.7015835895","24953.4558698722","24969.8632576129","25256.1041138335","25558.8271749415","26084.5128432857","26910.0805251752","27683.2568561276","27566.012643741","27559.1966859274","27907.8660198663","28168.8298616806","28115.0054245974","27941.5680191173","27947.8216798529","27679.6447914148","27626.6408891907","",
"Cayman Islands","CYM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63325.7209394808","62987.9357599234","62144.9007484796","61515.8423052962","61566.9220614629","62207.3540090388","62748.1318802629","67007.3474303348","70105.9019302623","72078.2555030134","71101.4730008243","64698.9920188246","62158.6035696053","62861.1815828887","63666.612362493","64546.3866614116","66497.0130243887","68131.3262326776","70049.9837051982","72607.571471824","",
"Cyprus","CYP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13314.6712669758","13512.3896283065","14722.4926068366","14814.7014427917","15695.77268263","17069.6063951374","17297.4224893819","17778.7575994083","18758.5294698854","19662.7442286567","21291.4735082902","22871.3836699875","23556.4139278627","24252.8976002779","25921.2044367465","27763.177389335","29984.1850612746","32849.9410426219","34824.0829909209","33888.2852261088","33230.7989411299","33192.336901327","31914.6834217479","30620.8621496663","30390.6080662609","31578.3544277306","33682.4790814849","36155.4807539388","",
"Czech Republic","CZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12659.8523062252","11595.6188618279","11787.7398089512","12061.9492218999","12673.3519428927","13752.5140062775","14583.4331729136","14730.615017474","14906.3982171265","15324.1064301742","16190.8050276551","17554.4877246829","18189.2343541554","19426.0851264696","20799.157638979","21956.3838583853","23776.4870553843","26124.8954490421","27844.7953264656","27599.3008601602","27667.4328953053","28797.4179611691","29047.2464395949","30485.7141541113","32263.3157548997","33691.4242392608","35230.5224608776","38019.5805142033","39743.5970941416",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19423.0197617224","20952.3728445334","21676.6761605094","21834.0922488829","22769.2035115633","23581.1757308685","24109.5898151112","24644.5312341132","25392.5817823592","26360.1471893926","27298.1087177091","28475.8763136066","29326.9120734283","29989.9854026223","31417.3633352498","31968.4674473589","34241.7677129989","36450.8208701203","38028.772143518","37042.4478763203","39187.4026529557","42692.5197566424","43564.1480172353","45232.1978530818","47190.7693532848","47979.4842029352","49921.330617974","52574.2604824888","53735.2006028351",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2744.26865451208","","","","","","","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4320.71242828761","4529.86769182013","4715.75879043498","4911.88164248784","5003.49899878741","5259.13599833372","5534.32471067449","5780.24576476727","6101.67732197399","6242.86569508888","6549.08983080849","6687.47986474069","6584.45111922075","7106.07465398046","7489.87574638704","7751.06652196982","8342.41533763639","9100.9023362142","9934.0938005839","9889.38464751495","10068.0694081916","10249.8955535919","10328.730876656","10438.621133557","11092.1389934526","10909.7807277146","11287.5781748468","10383.9407632773","10649.8080994072",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18215.5089646219","19044.4623872002","19794.111883142","20197.8434849325","21655.9340863678","22661.0487336202","23711.0140768588","24925.7984650582","25813.6389134402","26653.8239044055","28662.0947381941","29449.6194019362","30640.3456230968","30786.2489548486","32908.6807918313","34150.1594558945","37295.6593508184","38968.5153979593","41278.3268270571","40339.6771281296","42999.616135066","44403.3848413929","44803.9682421214","46726.8541437832","47901.4473627066","49058.5010658416","50694.1921884446","54356.4510191378","55105.0363957924",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3579.19322360777","3664.82813366791","4091.32566062895","4414.40356923292","4543.28258068476","4817.29229342838","5111.4607828457","5569.4092439935","5915.12861357855","6258.78643375903","6595.77190578813","6803.99879372461","7117.69738486516","7051.02351756007","7324.22826702361","8152.85962201015","9049.39913019041","9853.17171843713","10236.5448362147","10283.1614744151","11132.9376439176","11580.568776398","11979.7022644985","12634.9645713728","13697.636931106","14649.9180814895","15613.1481703744","16451.5400448466","17798.8053708714",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6682.53259482826","6659.73448691653","6773.03695139652","6638.7661289852","6581.78394444432","6843.1958200424","7128.13449128543","7213.3507965259","7552.35315332431","7795.37036299164","8162.41289479366","8480.58017701933","8982.68210758908","9684.08205241823","10236.7879718873","11024.9584377733","11381.2605013334","11895.2015977884","12211.3380245579","12291.7607653725","12656.3720817466","13046.3699622677","13479.6805812833","13816.360047887","14317.0427180114","14710.730106735","15050.4321898664","15266.4852082981","15621.8594434799",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1442.17011694647","1581.82643610551","1759.37637667335","1962.64035941689","2181.94416941783","2410.33963335419","2637.75504923441","2829.55840042919","2853.58597609758","3032.0467198399","3295.10403676473","3552.63933029496","3851.19922426781","4221.37963923916","4676.24658764723","5235.21515738323","5910.92569275516","6734.50138924887","7375.88934707656","7925.7028634098","8725.21563693729","9574.18468907046","10408.363085962","11260.612479783","12147.6791696897","12973.8186021571","13840.7676796612","14900.4347919603","16088.4447798902",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2760.40185085172","2927.03710235477","3057.97704022446","3218.16858130147","3328.8765475956","3449.834322043","3640.19199858482","3787.96781817181","3837.72216937235","3917.97576447028","4117.61016925872","4209.89816012448","4289.77729308026","4527.50555224799","4880.05855710667","5255.41323755395","5690.35827141391","6113.10109031016","6397.40089736714","6502.15749894521","6911.68601941254","7311.73633196292","7661.75523383143","8031.08409484801","8453.08588748663","8846.32562451372","9298.11928078702","9818.81978749637","10342.9653017397",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3204.23974950551","3449.31831173269","3672.73788821705","3912.51835369766","4195.03615550164","4510.15173319228","4827.87394425208","5080.58977184812","5080.40921942417","5317.34348090271","5717.89097817902","6015.41553816302","6387.9961550791","6803.52235168492","7383.29159025515","8034.31303302456","8820.68127397137","9753.55551904414","10380.3049099005","10782.2270245668","11706.3199935777","12597.2729126996","13473.2868397682","14410.8886077683","15279.8037478946","16129.1730265913","17001.1574247026","18095.9201590457","19291.3987690824",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6495.56898919467","6307.34192903807","5766.32616212595","5528.03722219255","5010.10104108838","5003.77914155077","5054.0831786688","5240.39764672485","5283.15908205169","5450.62751476144","6089.47445617492","6449.41967854831","6914.14764673853","7624.292273772","8546.16499548954","9611.26314634304","11501.6067334858","12836.4019231017","14750.3672802696","14259.9813249938","15223.507348191","17293.5986619777","18213.2187034298","18928.2476214067","19386.2268136679","19148.3322997565","19482.4793209794","20780.6254963839","21761.5003722001",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11580.0373771643","11868.5621536414","11896.7553522872","11968.3564714193","12187.5025424979","12665.2688151352","13098.6505337982","13672.1628444049","14180.7629535401","14726.2250313914","15866.7250680286","16658.4298421365","17470.4027055979","18122.9034856795","19240.0953381952","20291.2386438026","22448.5415921108","24063.3458188119","25717.8359602476","25005.1686666845","26033.6611631018","27806.1981588102","28531.8073905364","29532.923692825","30291.9837057763","30778.8957884961","31692.9659617383","33542.6924723745","34613.2962001546",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4842.70097988675","5100.88773479125","5206.30802101169","5313.1848484882","5533.27228951552","5651.89104257018","5730.98921941717","5955.77112340576","6093.60652492681","5773.29450957271","5854.33742182958","6110.45775612709","6348.92537970144","6530.51705859897","7135.98648121479","7619.03378642123","8059.13114229335","8316.56816664387","8868.93759142324","8841.98438922826","9114.33832835383","9883.58002854238","10483.1341313652","11028.4290438128","11484.1716060523","11431.9915842402","11222.0784862582","11501.0102924422","11713.6934935758",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3827.27758020494","3911.3457609696","4090.91883440679","4221.97021433167","4394.28117706895","4601.44454567663","4821.40941591131","5071.02054045612","5307.041554083","5598.32939025698","5971.66853783176","6199.41007108421","6327.81079813141","6528.67532678344","6852.14983047894","7249.45256670134","7839.84225685394","8471.34348680295","9091.00066505558","9411.30496895581","9814.29845495566","9982.84570166468","10172.9830564821","10340.542144239","10601.1666902408","10938.8618617897","11294.2492425601","11742.0500882009","12390.4199723223",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16972.8078101194","17930.6289333834","18506.5387876866","18741.7242296622","19559.9196058602","20416.399329203","21056.3340643548","21923.526510281","22957.0412095504","23846.2873800715","25334.0407978969","26508.7220367339","27560.9618764876","27976.9020745701","29079.0443554848","30123.3954734618","32535.0271191479","34437.3199753911","35775.3929986307","34876.2020407667","35834.7916422734","37457.8871055582","37839.215386194","39020.8901922404","39978.9796451408","41095.7397560872","42771.3283371721","45151.4324381986","46304.2814988553",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1053.04306138954","1233.39787354719","1540.97129571858","1628.68420703652","1818.46458420957","1997.28709568853","2045.08542648537","2046.16881234793","1977.56064972517","2121.70203918131","2124.88834599462","2009.73975003207","2002.32794236575","2037.79285460453","2013.88919550788","2042.66479510214","1838.04301643717","1888.61517953682","1921.43478979428","2102.95405980347","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13627.3265457396","14410.1382021864","14802.791644515","14919.6350910203","15527.2898273986","16218.2812007775","16916.1009119743","17868.8261994146","19029.2886860197","19907.1614549856","21533.9089930091","22910.7802327061","24363.014919004","25055.9747761175","26180.0605811503","27702.4643073663","30815.2684780753","32597.0558609096","33463.6540993469","32391.0205139","31923.1228581438","32068.2709273108","31988.2538693179","32603.9057713971","33709.6492402637","35028.301349761","36715.8453115458","39037.3783388467","39915.4709873927",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6283.91996654534","6825.50186362188","7842.06468223236","8365.59405373023","8368.20958176921","9421.26377478994","10302.7719770313","11590.6031705331","13064.6945154195","14419.4269113124","16516.1438725455","19257.981148334","21964.2888859081","22664.0393274715","20502.353701344","21581.6921835734","24543.0674715452","26022.4688470951","27495.7344185694","28964.1793271657","29212.9488725628","30897.5469102613","33447.8277198239","35450.2397057629",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424.823988961616","393.685955240679","354.767865499528","396.471751158942","403.577963085995","422.977743206729","469.149191137764","477.486373308017","452.662093312814","469.128030126374","494.287301912062","531.533793854266","532.626621806648","515.873303340652","584.896866870028","655.786698723734","728.390515987162","811.064277437226","891.276432738064","950.554329360797","1052.60667250399","1161.58143397688","1250.35122224562","1367.71414427886","1494.11205196463","1621.70672640403","1746.162769853","1897.24907750157","2018.57186880291",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15013.3542304698","15640.1141275688","16097.6508877005","16410.7248860391","17197.6620171156","18045.8719689084","18733.6507724597","19530.7802331551","20382.2305500382","21157.8104377977","22582.7538959811","23695.1620219843","24763.7227040769","25345.4150379711","26570.5147495671","27526.0160334235","29774.5288038481","31567.8298940587","33008.8449261332","32220.6124618474","33274.1344290491","34760.0646642374","35323.4102218663","36534.4314844206","37563.9444794216","38719.2057707714","40228.8125230704","42560.5989133884","43715.2514674126",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1849.98681125525","1458.21671446419","1554.43892821392","1660.1947834955","1703.75408393563","1756.44621650797","1872.13058683456","2018.85752570225","2254.90582482215","2411.40690287597","2463.87926911131","2533.164917874","2495.72594787611","2342.05081187175","2706.75828008715","2910.53257526647","3138.87921342797","3320.14419781421","3496.77110896851","3605.2260531354","3800.54140456589","3596.13834089535","4023.23210877767","4169.55735199984","4199.67049254896","4233.631701985","4416.2531866604","4531.87762540927","4645.66517563877",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18149.4584505152","17557.338475245","17263.1622776221","17457.6996274512","18453.1670490142","19557.9355495429","20057.6533928961","21778.6473695818","23558.5613344905","24768.6467026728","26752.8717461081","27770.5966141594","28567.1712020759","28984.8885817148","31118.1466245746","31993.4072568579","34363.0425684656","37703.1739952831","39969.3875987055","37830.0231384274","38737.4135953276","40683.5275821703","40620.176066035","41293.5157728524","41470.2023590157","42220.9576671019","43729.9644889289","46348.958976902","47930.1914874408",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3823.29701714481","3810.16361686984","4084.3476136277","4210.82084331024","4457.22258143659","4605.40338633247","4858.68862612364","4782.82257676982","4854.09046676489","5316.66394852488","5312.12835253954","5517.36054241147","5774.53026477321","5934.62451560167","6403.40197478741","6618.78485204911","6892.8366535222","6947.96199857298","7078.6273781181","6965.53897123108","7202.7583674368","7520.37365528929","7758.21871400103","8262.95732614931","8882.38834879823","9372.54232042071","9683.6245291416","10318.9586799074","11003.7228798282",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17624.2379668255","18309.4720592273","18931.8699475361","19175.3126778033","19972.1793246617","20745.4582303319","21331.4504294765","22241.4129000794","23359.0584934562","24307.4987876484","26094.2525634431","27501.5424106098","28523.8857271382","28141.4613974335","29034.0007086989","30498.5792943609","32434.8602641227","34088.3600835306","35095.2629574491","34685.17379693","35900.0455682618","37440.6386298685","37679.1217798605","39523.8539542181","40141.585477622","40833.2420664584","42047.2872382377","44255.9416401023","45342.3957360832",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1766.31329052392","1912.63549170913","1982.07151872532","2140.87132267122","2131.51614596783","2297.88706631815","2250.57642695878","2147.36501684651","2241.33844491566","2314.29373474044","2482.72628039115","2587.02852142915","2647.24643432156","2752.21993857771","2744.91730331002","2902.13481462525","3007.53154711315","3054.58952059748","3071.44145555678","3148.56089935389","3252.31016516197","3413.50038953027","3375.29838903907","3257.74437920381","3201.86403219364","3350.50691684941","3370.00523931499","3504.39665060566","3595.50211405117",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12690.8193471039","13546.7887628723","13068.478502653","13538.7875229422","13968.5719179519","14588.7140707165","15006.9494546242","15740.3160044805","16066.7234214371","14483.9212963107","14182.2303354807","14453.9672197063","14301.4324322621","14537.3885173176","14655.9453914018","15106.7781499757","14708.233759528","15549.5132195407","14863.5683793899","14514.7729871491","15190.4144125575","16011.1245045144","16536.5659575518","17116.3436463793","17548.2712911998","17819.5595910869","17839.8973012874","17762.4086446011","17912.4204945353",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16698.341764666","17022.7423409092","17428.6011592458","18248.570164266","19312.176903805","20434.784659712","21760.0085448451","22959.3321160585","23515.1613745499","24209.6508992015","26255.1272826071","27512.3435619714","28881.9407301401","30126.1618501897","31788.4687488091","32492.2596146689","34554.3574126811","35407.5388142509","36426.5025155876","34769.3963199093","36012.6768827442","36820.321718188","37911.2580495317","39505.3532695162","40867.4760340878","42042.9193193389","42977.2206489129","44896.2645843105","45489.1093475118",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5181.28098189883","4196.65136406002","2346.80452837128","1685.49770500321","1566.3833898871","1703.63765049846","2000.43795245584","2322.29488380826","2482.00623367457","2643.92461230069","2806.77384271836","3053.17146538608","3300.71792318512","3759.11360420494","4109.37200613649","4673.3180506174","5298.3145661251","6157.05230256549","6448.18363335196","6316.00442119158","6838.62363066002","7545.93946556889","8239.54408736673","8694.22063483952","9263.94733018194","9617.55678772637","9993.51512094474","10674.1758026857","11420.6296558011",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1233.45059749812","1304.19306695251","1346.18455340096","1404.23979126036","1440.86034921056","1490.84687309662","1547.23629854396","1599.07792596946","1651.74984568802","1706.9956921544","1765.93533565202","1831.44101050393","1897.12951839581","1983.47647758873","2098.15670953522","2234.20145414269","2387.35854743562","2492.8979849794","2703.3026268997","2784.13827920545","2964.4311195952","3368.80083733842","3664.60015273165","3909.66952298749","4006.18647505615","4044.4133711276","4135.64500107798","4457.3558457773","4738.31409480917",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","871.363949706389","898.53700303813","923.482361703057","966.969040684574","1000.15244498601","1040.47513672511","1078.00674756778","1123.5668383208","1147.84978628886","1179.70159179139","1208.36077169451","1253.22205544745","1312.44244782302","1327.68078945447","1368.34073482233","1423.92645810181","1452.77847142632","1558.37232079896","1616.9224116784","1574.55279605069","1632.38634891935","1721.45135851714","1817.88046825629","1880.07014143229","1940.66532747979","1986.17423290253","2167.24734922033","2435.21847519162","2630.18857485872",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937.868478749064","962.367416183275","983.089276932911","1004.06822826726","995.787453301873","994.404291336255","1003.54664796719","1038.37329181521","1053.80850724991","1102.69959467356","1152.73607180588","1207.51770026867","1149.40988488719","1211.781500867","1290.65295621832","1278.0038960625","1291.56822609874","1333.85187703403","1395.69995163721","1453.17802687495","1519.84092257255","1440.79435802955","1504.36842304573","1556.1264872031","1523.84172992553","1582.19274088869","1558.69556990227","1612.1395585064","1706.27176294085",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1060.09314139385","1126.13127231053","1138.41228139842","1163.54645570028","1200.05704281762","1252.6886582084","1395.43097181767","1482.82463333395","1057.73338519637","1063.04957004109","1122.74178944396","1147.82678812106","1129.32775165117","1130.83127657616","1165.91743326328","1224.22226907387","1259.81238283393","1303.72463284829","1338.11014246306","1358.99826105555","1401.69245596053","1506.69531157217","1469.8050436072","1503.74588623477","1506.58951397135","1574.46116409787","1648.4383323409","1734.71490884792","1795.89518836199",
